user_name,score,content,clean_content,sentimen
Umi Saptini,3,bener bener sering banget kebobolan kayak dana nya kesedot dengan hal yang belum pernah kita ikut campurkan sebelumnya. dan pengajuan nya lamaa banget itu pun klo diproses tapi sekarang udah 4 kali dan anak saya udah sampe kesedot juga mulai dari 30k sampai 300k .,banget bobol kayak dana nya sedot campur aju nya lamaa banget klo proses udah kali anak udah sampe sedot k k,netral
Catur Budi Santoso,3,"pengajuan ganti pindah akun dipersulit, info sudah lengkap, bolak balik email & chat DIANA lagi",aju ganti pindah akun sulit info lengkap bolak email chat ana,netral
ANDI BASARUDDIN,3,"lumyan baik , tpi akau kompalain nya untuk kalau mau masuk di aplikasi lama sekalii min biapun kalauuu jeringan dah bagus lambat bnget masuknya",lumyan tpi akau kompalain nya masuk aplikasi sekali min biapun kalauuu jering dah bagus lambat bnget masuk,netral
Agung Dwi,3,mantap,mantap,positif
Jnt Cargo,3,sering bermasalah Qrisnya parah,masalah qrisnya parah,negatif
FAJAR INDRA,3,"tolong bantu saya, dana saya tidak dapat login karna hp habis keriset dan di dana ada saldo yg belum diambil bagaimana solusinya biar saya dapat login min ? 🙏",tolong bantu dana login karna hp habis riset dana saldo ambil solusi biar login min,netral
Indra bakti Lesmana,3,aneh sumpah dana cicil keluar gabsa dpke aktifasi di tolak terus LAH TEMEN GW MALAH LNGSUNG ADA LIMIT TANPA AKTIFASI MENDING HILANGKAN DANA CICIL KALAU SULIT DAN TDK BERGUNA,aneh sumpah dana cicil gabsa dpke aktifasi tolak temen gw lngsung limit aktifasi mending hilang dana cicil sulit tdk guna,netral
Ridho Wicaksono,3,"makin jelek ,udah lama lunas masih aja dibekukan dana cicil",jelek udah lunas aja beku dana cicil,negatif
Abah ikbal 12,3,senang dengan aplikasi ini,senang aplikasi,positif
Amm Annahar,3,kenapa tidak bisa diakses aplikasi Dana,akses aplikasi dana,netral
Anita Vichel,3,"bagus. cuman, ada satu hal masukan saya, tolong izinkan pengajuan pengembalian dana saat ada yg salah transfer. Seperti aplikasi Seabank, itu top bangat. karena disana kita bisa mengajukan pengembalian dana✌️",bagus cuman masuk tolong izin aju kembali dana salah transfer aplikasi seabank top bangat sana aju kembali dana,positif
Alexsan Triyuanda,3,plerrr,plerrr,netral
Ujang Jono,3,kutrang,kutrang,netral
Rendy Mukhamad,3,udah bagus sih fiturna cuman punyaku untuk adain fitur dana cicil nggak pernah berhasil,udah bagus sih fiturna cuman punya adain fitur dana cicil hasil,positif
Abdul Baskara,3,setelah memakai aplikasi dana ini selama kurang lebih 2thn dan sdh dibuat kecewa kedua kali ini saya kira keamanan diaplikasi dana ini sangat ketat ternyata tidak dua kali saldo saya hilang entah kmna dan keamanan semuanya aktif tapi tetep bisa dibajak orang terimakasih atas 2thn ini dan saya gk akan pake aplikasi dana lagi,pakai aplikasi dana thn kecewa kali aman aplikasi dana ketat kali saldo hilang kmna aman aktif tetep bajak orang terimakasih thn pake aplikasi dana,positif
Banglung,3,tolong dong min solusinya apk dana saya aktivitasnya tidak bisa tampil,tolong min solusi apk dana aktivitas tampil,netral
ihsanalimuhammad asmal,3,mantap,mantap,positif
Maira Falisa,3,"ini dana gimana dah dah tau mau ganti nomor, karena nomor gak aktif,malah minta kode otp ke nomor yang gak aktif",dana gimana dah dah tau ganti nomor nomor aktif kode otp nomor aktif,netral
Suwartin,3,good,good,netral
Roni Gunawan Gunawan,3,pake dana emang ok,pake dana emang ok,netral
Aris Purnomo,3,JD aga lambat buat TF,aga lambat tf,negatif
Hengky Apriyunaldo,3,"bintang 3,soalnya tambah parah aja, biaya admin dari Rp.500 sekarang udah menjadi Rp.1000 parah",bintang parah aja biaya admin rp udah rp parah,negatif
Samsudin alwi,3,bagus,bagus,positif
Reni Octasari,3,kok bisa akun dana saya berkali2 ke bobolan 65rbu dan gmn tanggung jwb nya meding d ganti malah d kasih surat laporan ya kl d respon ma polisi,akun dana kali bobol rbu gmn tanggung jwb nya meding d ganti d kasih surat lapor ya kl d respon ma polisi,netral
APRILIA Putri,3,lumayan bagus dan cepat,lumayan bagus cepat,positif
Akmal Akmal,3,bagus sih tapi sayang bngt gak bisa di pake di qrisnya,bagus sih sayang bngt pake qrisnya,positif
britney pangow,3,kenapa dana cicil saya tidak bisa di pakai,dana cicil pakai,netral
Fajar Pribadi1995,3,"kenapa ada gangguan koneksi menghubungkan ulang, pedahal sinyal sangat bagus, saya kasih bintang 3 dulu aja deh",ganggu koneksi hubung ulang pedahal sinyal bagus kasih bintang aja deh,positif
Wahyu,3,waktu beli emas nya....saya beli 1jt...tapi yang di hitung cuma 930k...padahal banyak kali di potong nya bijikkk lah,beli emas nya beli jt hitung k kali potong nya bijikkk,netral
Akmal Sukafixie,3,"kalo mau ngirim pake qris harus ke dana premium,aku mau rosting di app ini",kalo ngirim pake qris dana premium rosting app,netral
Rafasya Fasya,3,perbarui akun dana,baru akun dana,netral
Luri Aja,3,"dana cicil sudah aktiv, limit sudah ada, tapi tidak bisa di pakai... aneh bin ajaib",dana cicil aktiv limit pakai aneh bin ajaib,netral
RIYAN SUPRIADI,3,turunkan lg bintang nya..karna menggunakan aplikasi dana tidak ada yg istimewa..saya lengguna lama.tapi tdk ada fitur dana instan....jd lebih baik pakai aplikasi sebelah banyak pilihan,turun lg bintang nya karna aplikasi dana istimewa lengguna tdk fitur dana instan pakai aplikasi belah pilih,netral
Safitri 86,3,"kenapa dana saya jika dibuka slalu ada perubahan data,sudah diklik perubahan data tp lama sekali proses nya,tidak selesai2 jadi males gunakan lagi,mohon dong diperbaiki",dana buka slalu ubah data klik ubah data proses nya selesai males mohon baik,positif
LathifaZayana,3,dana cicil saya tidak bisa dipakai,dana cicil pakai,netral
Rudi Axa,3,"ini gimna maksudnya ada yg kirim keakun dana saya, tapi tidak masuk, saldo yg mengirim sudah terpotong, penipuan kah ini",gimna maksud kirim akun dana masuk saldo kirim potong tipu kah,negatif
cRobi Saputra,3,3 bintang dulu karna pitur dana cicil ku blm ada padahal aku dah pake dana bertahun2,bintang karna pitur dana cicil ku dah pake dana tahun,netral
itang mst,3,visi dan misinya bagus,visi misi bagus,positif
Afikah Dwi,3,"tolong dong dana cicil saya sudah muncul tapi kenapa blm bisa di gunakan sedangkan transaksi saya sudah besar,kalau dana cicil saya ga bisa idigunakan percuma ada juga blm dapet digunakan dana cicil saya kapan sih blm bisa digunakan tolong dong jika ga bisa digunakan buat apa ada diakun saya",tolong dana cicil muncul transaksi dana cicil idigunakan dapet dana cicil sih tolong akun,netral
Suwarnosio2 Warno,3,aplikasi nya mantap cmn penarikanya kurang bagus,aplikasi nya mantap cmn penarikanya bagus,positif
Esa Palayukan,3,"sistem sedang Sibuk, maksudnya apa Yah maaf Sebelumnya saya baru selesai Tf dari Brimo Ke Dana di brimo udah sukses, kok masuk di dana nya masih kosong yah Saldo nya, dan saldo yg terkirim pun Bukan Sedikit, mohon Perhatian tindak lanjutnya bagaiaman sekarang kejelasannya🙏",sistem sibuk maksud yah maaf selesai tf brimo dana brimo udah sukses masuk dana nya kosong yah saldo nya saldo kirim mohon perhati tindak bagaiaman jelas,netral
Santy Gemoyy23,3,saya kasih 3 bintang karna transfer saya belum juga selesai udah hampir 2 hari 2 malam. ini gimna maksud nya,kasih bintang karna transfer selesai udah malam gimna maksud nya,netral
Nur Asiyah,3,admin ko dana cicil nya gk bisa di aktifkan siih dan juga kenapa dana instan saya juga belum muncul,admin ko dana cicil nya aktif siih dana instan muncul,netral
M Rizki,3,blm dapat fitur pinjaman udah lama pake dana padahal,fitur pinjam udah pake dana,netral
Ridon Sihaloho,3,saya selalu transaksi pakai aplikasi dana akun sudah lama premium tapi sampai sekarang fitur dana instan tidak muncul juga..setiap kali di tanya pasti jawab nya perbanyak transaksi .tolong dong aplikasi dana jangan selalu beralasan dngan perbanyak transaksi...,transaksi pakai aplikasi dana akun premium fitur dana instan muncul kali nya banyak transaksi tolong aplikasi dana alas dngan banyak transaksi,netral
Elsy,3,Akan saya coba utk bertransaksi dg sebaik2nya,coba utk transaksi dg nya,netral
Maret Natalita,3,bgus sih TPI sering terjadi ngeleg klok mo buka apk in,bgus sih tpi ngeleg klok mo buka apk in,netral
Kenzieabyaz2404,3,Kenapa ya punya saya di suruh upgrade,ya suruh upgrade,netral
Risqi Muhammad,3,Mao beli kuota geh banyak bonus yg ga jelas udah saya Mao beli kuota utama malahan jadi kuota genflix 3,mao beli kuota geh bonus udah mao beli kuota utama kuota genflix,netral
Sainal Arifin,3,lumayan,lumayan,netral
Sari Sari,3,dana cicil belom tersedia,dana cicil bom sedia,netral
Ainu IJ,3,sbnrnya rada ragu mau download lgi... soalnya di tempatku dana banyak yg kebobolan .. katanya udh ga kerjasama sama ojk lagi apa iya??,sbnrnya rada ragu download lgi tempat dana bobol kerjasama ojk iya,netral
Mohammad Norandika,3,"aktivitas bulan ini (Desember) gx muncul cepat perbaiki, gx tau lagi aku udh si suruh perbaiki malah gx berubah hadeh, udh di lakuin ini itu sama aja gx ada, udah kembali muncul blm ada seminggu udh gx bisa lagi, udh knak lagi",aktivitas desember gx muncul cepat baik gx tau si suruh baik gx ubah hadeh lakuin aja gx udah muncul minggu gx knak,positif
Asri saputra,3,ini kenapa dana sekarng login susah no saya hilang hp hilang mau login pkai hpe Bru sudah masuk Vin udah vrifikasi wajah mah mau minta kode otp mana vilihan nyacuma whtsapa sama SMS cuman Gmail gak ada jadi gak bisalogin,dana sekarng login susah no hilang hp hilang login pkai hpe bru masuk vin udah vrifikasi wajah mah kode otp vilihan nyacuma whtsapa sms cuman gmail bisalogin,negatif
Arif Hidayat,3,gimana cara aktifin dana cicil,gimana aktifin dana cicil,netral
Abah ocie,3,dana cicilnya gak bisa di gunakan,dana cicil,netral
Ida Murniati,3,tidak memuas kan,muas,netral
ndug syenk,3,"tolong bikin yang lite, atau di upgrade ini aplikasi dana nya,, berat banget bikin tidak nyaman penggunanya.",tolong bikin lite upgrade aplikasi dana nya berat banget bikin nyaman guna,positif
Muhamad Muslih,3,bagus,bagus,positif
Murniati Uni,3,lupa pin sy,lupa pin sy,netral
Fardil Malik,3,aplikasi yg sangat berguna,aplikasi guna,netral
m marcoo,3,kok dana cicil ny gada yah. akun saya yg lama ada kok yg ini gada yah.bnyk yg kurang hm,dana cicil ny gada yah akun gada yah bnyk hm,netral
mas_boy 1927,3,akun q terkunci,akun q kunci,netral
Oii Aripffinnn,3,ok,ok,netral
Kertas Kertas,3,dana cicil tidak muncul,dana cicil muncul,netral
Sugino No,3,biar tau cara menggunakan dana,biar tau dana,netral
Afe Khoirudin,3,kadang sulit buat qiuris apakah trobel,kadang sulit qiuris trobel,netral
Dy dan Gaming,3,saya ingin mengaktifkan fitur dana instan kak gimana,aktif fitur dana instan kak gimana,netral
Fajun Op0o,3,gua memberi 3 bintang karena dana nya sukah ngebug 🤬😡😤,gua bintang dana nya sukah ngebug,netral
Iqbal Arganthara,3,bintang 3dulu nanti kalo udh muncul dana cicil baru bintang 5pke dana udh lama trus transaksi udh berjuta juta msih gaa muncul fitur nyaa,bintang kalo muncul dana cicil bintang pke dana trus transaksi juta juta msih gaa muncul fitur nyaa,netral
Wardana Wardana,3,bagus karna q msh pertama kali,bagus karna q msh kali,positif
Arsid Maulana,3,tidak dana cicilan nya,dana cicil nya,netral
Yuda Baday,3,dana cicil saya blm bisa di gunakan sampai sekarang gimna ni admin bls,dana cicil gimna ni admin bls,netral
Dafik Fik,3,"saya kasih bintang 3 dlu karena dana cicil saya blom bisa bisa untuk di gunakan sama sekali sudah hampir 3bulan transaksi saya TF make akun dana saya trus kok gak bisa di gunakan dana cicil saya sama sekali gagal trus trusan,saya gada blom ada utang limit ,ini dana cicil motivasi nya blom bisa di gunakan di akun saya",kasih bintang dlu dana cicil blom transaksi tf make akun dana trus dana cicil gagal trus trusan gada blom utang limit dana cicil motivasi nya blom akun,negatif
Muhadi Chan,3,oke,oke,positif
Danil 1993,3,lumayan,lumayan,netral
Ale Ale,3,apk ini bagusss tapii kenapa uangku pada ilangg yaa,apk bagusss tapi uang ilangg yaa,netral
Riya Riya,3,bagus,bagus,positif
Rondhi Rondhi,3,bagus,bagus,positif
Drian Armanto,3,Fitur dana cicil tidak muncul saya pengguna lama padahal,fitur dana cicil muncul guna,netral
Bagus Dwi Komara,3,"padahal saya gak top up atau apapun sama sekali tapi saldo berkurang terus asal saldo 20ribu,terus ada tulisan""sesi telah berakhir""terus disuruh login lagi,pas udah login lagi tiba-tiba saldo sisa 7ribu",top up apa saldo kurang saldo ribu tulis sesi suruh login pas udah login saldo sisa ribu,positif
Giyast Abiyyu,3,tingkat kan lagi keamanan saldo nya.. masa tiba tiba berkurang begitu saja tanpa ada notifikasi apapun.,tingkat aman saldo nya kurang notifikasi apa,positif
Yopy Heriani,3,sebenarnya admin utk top up berapa? kadang 500 kadang 1000?,admin utk top up kadang kadang,positif
Ahmad Hery,3,Yoba dulu,yoba,netral
TOM y,3,kebanyakan bag,banyak bag,netral
Zeroun Hamzah,3,"Aneh, masa saya mau ganti nama bisnis tapi gada menu profil toko? tolong pihak DANA memperbaiki bug",aneh ganti nama bisnis gada menu profil toko tolong dana baik bug,netral
Riri I,3,baik semoga terbaik,moga baik,positif
Syaif Muttaqin,3,tolong kenapa akun dana saya tidak bisa dibuka/digunakan padahal nomornya aktif,tolong akun dana buka nomor aktif,netral
Abie Storeo,3,ini kenapa dana macet woii gw mau buka dana gabisa alesan jaringan.jaringan gw wifi baik baik aja,dana macet woii gw buka dana gabisa alesan jaring jaring gw wifi aja,negatif
Viky Efendi,3,puas membantu,puas bantu,positif
Joe Hart JJ,3,kurang nyaman,nyaman,positif
Fir Man,3,apalah ini masa program Beta sudah penuh 😮‍💨😔,apa program beta penuh,netral
Andry Maevekuriawan,3,sangat disayangkan limit dana cicil tidak bisa digunakan karna dana cicil tidak tersedia,sayang limit dana cicil karna dana cicil sedia,netral
Launa Salsabila,3,"Reward dana sekarang aneh ya. Biasanya kalau mau klaim bisa setiap hari. Akhir""ini mau klaim udah di hari ke-5, auto balik lagi ke hari pertama. Mohon maaf, kalau gk niat mau ngeluarin, gak usah ada reward deh. Apalagi ini konsepnya yg koin nih, udh di ujung hari. dan pasti sebelum hari ke-7 auto balik ke awal lagi🥲",reward dana aneh ya klaim klaim udah auto mohon maaf niat ngeluarin reward deh konsep koin nih ujung auto,netral
Lopesxxx,3,baik,,netral
Obet Chechi (Papa Chel),3,"Dana Cicil tidak ada muncul di menu aplikasi Dana,kendalanya apa??. tlong dibantu..🙏🏻🙏🏻",dana cicil muncul menu aplikasi dana kendala tlong bantu,netral
Su Karno,3,konternya susah,konter susah,negatif
Fendi Wally,3,DANA lagi gangguan yah Min...kok tidak bisa transaksi?,dana ganggu yah min transaksi,netral
edi iswanto,3,cukup bagus,bagus,positif
BG play Play,3,Tidak bisa maduk,maduk,netral
Riski Muhammad,3,"limit dana cicil saya tidak bisa dipakai, padahal masih 200.000",limit dana cicil pakai,netral
Fadil setyawan,3,kenapa dari kmrin saya tidak bisa bertransaksi Sampek sekarang buat ngirim uang atau top up ke wallet juga gak bisa,kmrin transaksi sampek ngirim uang top up wallet,positif
Tati Sulartri,3,ok,ok,netral
VD Chanel,3,"sebenarnya enak tpi kenapa akhir2 ini ngebug gak bisa masuk, aplikasi nya keluar-keluar sendiri.",enak tpi ngebug masuk aplikasi nya,netral
Fransiska Daria Maing,3,baru di update tgl 7 april 2026. terus hari ini tiba-tiba tidak bisa dibuka,update tgl april buka,netral
Muhamad Ropi,3,apk nya banyak banget masalah nya dari transaksi tida masuk tapi saldo hilang sampai mau bayar QR padahal saldo sudah pas selalu gagal mengecewakan pokonya Meding gopay,apk nya banget nya transaksi tida masuk saldo hilang bayar qr saldo pas gagal kecewa poko meding gopay,negatif
Sugeng Asmoro,3,padahal aku udah masuk kin nomer orang tuaku tpi tetep aj gak bisa nnti ak turunin lagi ni bintang nya,udah masuk kin nomer orang tua tpi tetep aj nnti ak turunin ni bintang nya,netral
Dilla ayunda,3,aplikasihnya agak leg pas saya mau afdet dana premium bukanya muncul gambarnya malah layarnya yng putih Uda hampir 6 jam gitu gitu aj padahal memori GK penuh jaringan pun lancar Tah apa masalahnya GK bisah afdet dana premium tolong dong diperbaiki dana premium nya,aplikasihnya leg pas afdet dana premium buka muncul gambar layar yng putih uda jam gitu gitu aj memori penuh jaring lancar tah bisah afdet dana premium tolong baik dana premium nya,positif
NIRWANA ANSAR,3,susah bangat ganti nomor,susah bangat ganti nomor,negatif
Jambrong 12,3,sangat mudah saya gunakan terima kasih DANA,mudah terima kasih dana,netral
Imam,3,Dana cicil ku sekarang gak bisa dipakai padahal aku gak pernah jatuh tempo . aku pernah jatuh tempo atau ada tunggakan kalau kata kalian ada tunggakan berarti sistim kalian error,dana cicil ku pakai jatuh tempo jatuh tempo tunggak tunggak sistim error,negatif
Guntur Ramadhan,3,saya pengguna lama Dana dan serinh melakukan transaksi di Dana tetapi fitur dana cicil tidak ada sedang kan teman saya yang baru menggunakan dana sudah terbuka fitur dana cicil,guna dana serinh transaksi dana fitur dana cicil teman dana buka fitur dana cicil,netral
My Narto,3,dinyatakan karena ternama sudah tertera klu tdk gaswat pak bu,nyata nama tera klu tdk gaswat bu,netral
Damar Azzahra,3,kenapa saya tidak bisa mengakses dana cicil. padahal saya sering menggunakan apk dana ini,akses dana cicil apk dana,netral
Budi Satiyawan,3,tolong di upgrad.... dana cicil nya tidak bisa digunakan padahal limit ada,tolong upgrad dana cicil nya limit,netral
eko nurcahyono,3,fitur ya kurang,fitur ya,netral
